open,high,low,close,volume
25167.08,25300.81,24884.65,24988.07,9437.31
24568.48,24595.46,24506.29,24536.09,206.45
25172.26,25315.12,25007.22,25226.92,2777.33
24536.54,24719.27,24425.93,24522.16,7065.7
24806.66,24847.12,24678.79,24812.43,8725.41
25833.27,25918.4,25718.4,25901.92,1988.71
25284.78,25451.4,24933.97,25391.38,800.1
25171.19,25448.09,25101.11,25106.34,185.55
25074.05,25179.78,24980.21,25158.88,2230.54
24976.54,25051.25,24781.95,24908.06,806.04
24082.07,24177.22,24017.86,24138.07,3657.88
24175.17,24298.84,23959.14,24173.59,4457.25
23702.48,23763.62,23612.8,23662.41,4851.25
23856.21,23921.59,23829.34,23888.9,1509.06
23521.5,23575.41,23414.51,23452.01,4693.48
24180.54,24238.83,24159.25,24181.34,189.61
23881.63,23946.99,23767.04,23804.95,2470.27
23788.31,23870.81,23469.17,23654.0,3753.95
24123.09,24163.59,23983.75,24041.22,1271.68
23543.74,23603.77,23416.07,23451.8,8158.65
23561.95,23581.88,23540.3,23560.83,2092.0
24223.29,24270.16,24151.53,24179.13,7573.41
23368.7,23476.16,23180.22,23404.2,4791.54
23458.67,23589.89,23424.82,23492.97,4849.46
23564.46,23644.14,23536.25,23617.42,6487.42
23987.76,24123.17,23816.65,23989.08,538.35
23318.37,23534.81,23262.93,23398.01,879.72
22761.55,22799.53,22650.37,22782.43,3335.75
23119.25,23221.96,23019.05,23022.53,4226.54
23022.61,23207.11,22921.21,23161.58,4356.41
23252.47,23283.91,23228.14,23279.93,6801.18
23455.82,23543.74,23240.07,23443.56,106.98
23128.45,23179.91,22968.75,23127.07,9595.14
23215.66,23400.42,23147.42,23236.8,1827.43
23316.97,23384.34,23182.15,23375.33,2561.45
23052.1,23165.34,22915.41,23043.7,9065.71
23943.53,24037.04,23828.64,23905.89,154.36
24142.01,24209.97,24005.48,24134.83,9913.93
23566.77,23621.41,23539.41,23562.21,455.98
23942.99,24018.65,23861.47,23873.96,1293.4
23454.76,23585.74,23370.44,23410.96,2477.06
23718.35,23801.9,23689.49,23781.83,4443.34
24277.41,24369.73,24244.46,24335.28,5232.67
23918.92,23950.49,23906.52,23938.28,1136.71
24555.93,24704.1,24360.37,24401.9,829.37
24557.52,24667.45,24518.2,24605.8,415.4
25105.22,25202.82,24989.68,25012.81,2641.83
25925.16,25979.34,25858.14,25964.19,9223.18
25936.31,25972.58,25831.81,25839.36,3959.44
25485.41,25517.73,25441.55,25452.42,7663.67
25170.43,25223.42,24969.45,25002.16,1982.86
24451.45,24708.63,24379.5,24596.72,740.32
24604.04,24639.85,24544.99,24561.25,5587.37
24643.4,24775.37,24607.07,24731.29,8238.71
24912.7,24952.84,24842.07,24870.62,8994.75
25278.38,25309.92,25254.44,25284.56,5507.43
25292.72,25303.52,25278.6,25293.67,3010.92
26054.39,26103.03,26023.84,26031.5,1184.17
25928.52,26091.69,25860.09,25896.31,6711.45
27356.65,27460.45,27176.77,27307.75,2876.32
27745.84,27848.44,27449.59,27652.19,8455.23
27129.01,27211.35,27091.99,27180.91,6090.7
26645.63,26699.47,26482.02,26601.47,8602.9
26812.75,26943.94,26760.68,26860.82,5709.86
26790.0,26827.6,26722.74,26743.46,7740.25
27411.29,27523.3,27023.97,27128.03,3013.62
27368.43,27562.39,27289.81,27387.51,5080.28
27360.6,27498.48,27242.64,27350.35,292.12
26833.47,26921.29,26774.32,26889.89,6117.53
26116.34,26353.9,25934.86,26077.89,5384.02
25900.58,25955.69,25797.4,25847.62,7577.29
26312.85,26327.87,26290.63,26292.92,7316.66
26512.27,26550.38,26376.19,26408.13,6313.41
25587.11,25755.12,25511.17,25752.82,661.19
25761.87,25887.83,25622.11,25844.59,9039.8
26061.99,26120.01,26010.66,26046.35,278.39
25609.23,25623.39,25566.43,25588.52,8052.35
25570.28,25802.01,25510.02,25669.76,4845.53
25771.67,25868.17,25400.85,25702.21,8198.14
25103.14,25155.79,25052.98,25117.24,4704.19
25299.92,25336.39,25250.51,25299.48,6504.68
25572.04,25613.16,25542.74,25585.76,3696.33
26181.49,26206.47,26119.86,26142.54,7462.42
26610.69,26703.5,26502.97,26696.13,2616.34
25928.11,25963.31,25875.81,25963.23,7221.62
25518.57,25631.29,25356.8,25478.85,2014.49
25821.97,25939.0,25737.78,25743.85,7249.46
25921.81,26207.02,25828.96,26010.96,3007.35
26196.21,26282.82,26008.21,26281.5,2858.45
28210.12,28406.72,28092.76,28309.24,8133.79
28651.91,28679.82,28583.79,28635.3,8155.56
29319.8,29347.45,29283.85,29288.51,6944.88
29873.01,29950.18,29818.89,29850.26,9246.7
30226.85,30259.09,30186.4,30242.13,1646.32
30098.56,30341.99,29752.16,30054.47,2766.28
30558.35,30660.92,30388.13,30513.68,3010.74
30095.75,30179.77,29905.71,30045.1,3122.33
30026.83,30315.57,29905.51,29905.8,3347.52
29751.16,29794.33,29609.46,29618.48,7000.39
29607.86,29747.27,29495.39,29669.94,2780.51
31128.36,31250.74,30819.4,31046.43,2930.63
29876.05,29919.77,29854.29,29890.09,5747.1
30276.47,30615.67,30182.24,30303.33,2014.25
29338.95,29392.06,29275.58,29328.95,3712.39
29127.51,29240.23,29053.97,29055.06,673.61
29792.95,29828.03,29660.43,29690.75,9530.22
29682.35,29830.41,29629.61,29731.89,3241.35
29062.52,29106.62,29049.47,29094.0,8515.42
28633.67,28757.1,28597.42,28680.68,5346.46
29024.92,29192.47,28942.35,29073.38,2359.3
28720.37,28788.47,28637.96,28651.6,2014.93
28772.5,28950.82,28591.77,28778.5,6980.11
28798.93,28936.36,28703.41,28807.61,9652.2
28135.18,28592.04,27980.22,28435.07,1912.39
29683.99,29878.16,29583.85,29657.18,1242.67
30039.08,30058.14,30030.5,30036.15,3932.28
28924.05,28989.99,28802.99,28822.6,3998.72
28855.72,28959.71,28646.51,28932.97,8081.9
28668.73,28767.88,28470.84,28552.91,4742.0
29121.03,29164.53,28965.53,29042.56,718.37
28697.85,28826.06,28350.26,28585.13,9214.61
28542.28,28614.55,28470.39,28522.39,3794.56
28805.63,28882.25,28743.2,28813.31,6718.46
29342.88,29390.68,29199.88,29315.1,6708.13
28696.22,28846.34,28499.85,28614.29,657.79
28293.36,28499.61,28168.74,28425.72,135.69
28176.74,28346.15,27978.92,28158.55,971.57
27838.35,27881.18,27671.96,27793.43,9569.66
28853.2,28892.55,28757.01,28777.57,7960.53
28967.49,29014.43,28940.08,29013.54,1406.92
28345.53,28363.72,28284.02,28284.78,6187.21
28884.33,28950.07,28638.7,28806.84,6158.54
30058.81,30111.67,30031.74,30032.38,105.54
30720.62,30773.31,30572.7,30655.53,4347.74
29698.39,29734.35,29601.22,29727.05,7146.58
29415.99,29641.11,29351.06,29442.13,1949.25
30232.12,30294.62,30137.65,30191.08,8523.95
29607.99,29805.83,29485.1,29766.8,6637.02
29988.7,30099.42,29819.28,30033.99,168.55
30483.67,30507.32,30413.42,30502.3,8563.65
29931.55,29945.92,29917.22,29939.88,292.06
29851.76,30041.06,29697.72,29907.23,8890.5
28006.26,28054.15,27860.34,27971.48,3403.82
27350.28,27422.63,27086.96,27401.2,7016.64
27180.66,27369.64,27121.85,27265.53,7895.57
26616.91,26641.1,26542.87,26587.83,2884.56
27289.07,27517.1,27213.19,27458.53,3628.72
26611.03,26692.52,26556.17,26675.89,5144.46
26424.98,26463.38,26351.25,26443.78,5868.65
26548.86,26582.56,26481.61,26515.57,2991.21
27300.07,27332.61,27243.34,27282.55,9924.71
26483.61,26553.53,26463.48,26501.8,7396.35
27115.05,27387.94,27009.05,27120.96,2814.1
27217.75,27256.7,27093.25,27129.23,6440.28
26586.14,26700.55,26548.23,26599.39,4410.17
26730.47,26924.52,26666.77,26847.88,8617.26
26927.41,26973.41,26819.38,26957.45,3356.61
26629.9,26688.69,26547.11,26636.54,1959.75
26598.52,26694.71,26531.4,26676.39,556.75
26500.87,26630.95,26445.28,26473.48,9844.66
26542.31,26582.09,26434.48,26536.24,3656.29
26882.29,26898.65,26819.58,26890.3,2283.13
27751.6,27890.54,27710.1,27745.96,4968.51
27058.0,27093.41,27017.67,27061.84,2987.23
28015.35,28236.17,27892.87,28219.03,2405.71
27146.86,27162.71,27109.98,27120.13,6202.21
26996.19,27053.17,26956.98,27040.51,841.0
27263.57,27362.65,27095.75,27361.38,5139.03
27503.76,27598.61,27399.47,27517.89,3935.57
27161.34,27280.01,27030.23,27177.93,5372.04
27127.28,27202.67,26938.36,27067.52,3272.36
26864.47,26989.89,26747.65,26803.34,5746.18
26532.36,26606.6,26352.92,26490.08,910.0
26925.65,26966.33,26896.43,26942.85,3823.97
27120.82,27151.92,27107.17,27137.93,2451.24
26737.27,26800.86,26680.14,26764.56,4437.09
27332.93,27569.73,27097.06,27248.78,4043.53
27378.45,27634.85,27135.02,27418.98,6348.72
27965.25,28018.86,27848.66,27867.48,6324.7
28193.95,28284.09,28088.64,28221.19,4192.31
27937.44,28020.83,27708.45,27756.1,1898.07
27465.16,27582.04,27344.23,27447.91,5860.95
27841.03,28123.84,27698.66,27860.89,9668.5
28191.86,28339.9,28134.95,28203.78,1935.88
28203.53,28228.47,28139.06,28194.81,783.69
28174.56,28443.81,28092.45,28263.79,2719.16
28902.93,28990.98,28870.27,28988.85,4187.91
28440.07,28704.09,28357.52,28648.77,3131.27
28935.91,28987.52,28892.95,28965.11,8363.63
28834.38,28953.86,28705.16,28850.88,4980.97
28551.87,28742.38,28500.65,28728.16,2536.67
29316.64,29439.04,29189.56,29362.35,9506.97
29873.79,29934.6,29826.74,29850.01,1338.12
30414.45,30461.67,30321.06,30338.66,1316.82
31176.9,31235.59,31041.28,31133.82,2528.32
31162.67,31292.59,30958.64,31150.01,860.04
31644.97,31771.04,31526.67,31577.98,7541.36
31345.8,31647.05,31197.63,31385.19,3196.83
31663.59,31770.76,31403.38,31591.81,7325.4
31505.76,31837.39,31280.03,31512.74,7651.1
31494.69,31616.81,31408.49,31577.02,2451.43
31993.82,32051.77,31820.33,31956.05,5231.8
31551.73,31599.3,31377.68,31436.3,5243.96
32739.35,32800.1,32567.47,32754.98,8726.51
32106.55,32128.47,32019.46,32099.21,353.75
31447.62,31528.76,31237.59,31322.93,3236.32
32064.99,32073.79,32050.48,32051.58,8836.64
32479.2,32643.36,32380.16,32562.26,2444.35
32983.63,33057.07,32735.28,32971.97,1455.11
33464.63,33567.5,33192.12,33389.63,5803.78
33291.86,33514.12,33175.09,33384.79,3128.18
32723.78,32876.35,32575.12,32789.03,4726.22
32805.44,33153.28,32694.37,32842.02,8218.13
32378.53,32424.87,32221.63,32400.52,5254.9
33011.37,33068.69,32943.09,33035.65,5207.31
32887.01,32952.82,32852.02,32941.79,2854.01
32450.07,32534.33,32399.42,32401.21,7949.37
32354.4,32457.55,31970.12,32196.19,7424.16
32380.7,32550.97,32155.58,32465.31,2417.79
32161.58,32283.47,32060.89,32102.52,3268.04
31403.43,31648.99,31157.95,31577.83,7907.42
31782.24,32052.5,31687.71,31734.89,3641.41
31806.45,31997.4,31744.48,31893.54,4095.24
31642.52,31726.2,31537.9,31573.36,3707.68
31272.06,31375.64,31165.45,31279.08,1700.16
31438.54,31533.19,31371.26,31427.37,3474.88
30506.71,30655.8,30331.91,30520.32,8049.06
29615.35,29871.67,29532.8,29664.25,4961.65
29317.54,29355.19,29194.02,29240.97,4636.35
29034.11,29150.43,28963.95,29119.07,1647.88
29223.14,29323.72,29190.84,29303.05,1857.94
30192.01,30400.68,30101.85,30170.63,525.21
30661.84,30711.7,30644.56,30691.17,238.16
30468.37,30727.69,30353.41,30596.06,4931.34
30631.77,30693.67,30581.11,30587.49,4151.4
30131.2,30362.87,29714.23,29977.25,2826.24
29934.66,30044.04,29872.21,29969.15,9901.46
29764.53,30095.8,29480.56,29799.13,4040.16
30009.53,30048.61,29887.6,29994.44,7909.58
29435.69,29519.26,29385.01,29501.19,2184.4
29767.27,29823.59,29649.3,29810.57,2545.71
30657.21,30839.67,30580.98,30727.39,5727.07
30462.31,30701.23,30356.48,30663.62,139.88
30977.39,31105.09,30862.45,30913.05,272.51
31324.75,31490.91,31238.98,31342.83,1507.97
31162.58,31194.86,31069.82,31094.45,2308.9
31235.39,31395.55,31187.43,31236.92,5325.71
31186.7,31332.0,31002.99,31247.91,6893.67
31363.21,31526.49,31153.26,31312.08,3187.6
30757.92,31103.18,30649.12,30831.12,2466.8
30918.91,30968.75,30830.49,30849.32,8245.83
31078.9,31194.51,30971.61,31159.66,1711.49
32007.81,32120.13,31813.37,32067.12,6815.43
32745.66,32777.94,32671.69,32685.55,9320.17
34073.44,34120.83,34042.66,34096.38,2398.89
33618.25,33673.1,33565.4,33576.51,960.96
34213.73,34329.76,34149.47,34165.66,9799.61
34144.96,34430.07,34010.23,34294.36,2780.66
35583.69,35830.5,35521.85,35799.74,2829.07
35235.08,35250.41,35181.3,35224.58,4889.35
34717.67,35043.36,34435.1,34636.53,2387.47
33978.29,34387.33,33870.97,34224.78,9929.44
32502.33,32925.46,32392.97,32774.4,525.36
32360.76,32449.27,32308.11,32433.05,4569.58
31876.77,31997.41,31845.01,31943.88,5528.63
32010.43,32064.84,31970.27,32043.15,4722.81
32252.51,32463.73,32186.62,32265.38,5253.18
33427.65,33548.27,33392.93,33479.31,9877.03
34267.84,34428.09,34025.82,34119.05,8781.33
33797.35,33826.45,33712.73,33728.79,3153.59
33302.27,33538.73,33112.18,33126.12,5559.62
33519.85,33658.87,33192.25,33455.34,103.08
32509.45,32752.78,32441.79,32575.31,4154.73
33778.29,33832.44,33670.03,33771.77,1722.35
34511.38,34695.77,34453.89,34571.78,7142.47
34293.01,34398.01,34044.41,34250.84,2288.79
33032.46,33158.52,32692.63,33080.73,7514.07
34114.15,34234.39,33868.27,33979.78,3200.28
33859.41,33951.41,33652.27,33905.34,9265.7
34864.52,35072.95,34622.88,34748.1,4509.62
33589.72,33654.16,33553.64,33643.51,8411.23
33237.45,33256.64,33210.31,33243.57,6318.84
33163.27,33449.62,32915.67,33250.39,9776.24
33216.01,33287.34,33197.82,33284.95,7452.96
32934.38,33058.21,32817.24,32988.67,7304.26
33428.48,33577.45,33213.49,33402.91,2722.17
32668.98,32712.76,32657.46,32693.02,5098.11
32603.35,32725.46,32439.61,32603.19,2972.13
32684.8,32873.65,32411.32,32684.89,291.01
33008.69,33056.43,32988.72,33024.45,7134.79
33409.88,33498.26,33335.01,33497.77,2434.78
32759.51,32776.79,32698.75,32747.66,4033.51
31821.53,31916.11,31565.17,31746.16,2917.92
32480.92,32646.46,32347.39,32560.56,2076.39
32692.64,32780.81,32631.4,32780.22,764.48
32260.7,32324.22,32236.68,32292.79,3445.11
33277.26,33509.68,33211.28,33297.84,909.27
33329.37,33414.49,33277.53,33378.2,5449.16
34220.43,34314.85,33914.47,34168.8,294.28
34219.58,34219.96,34218.28,34218.35,9406.2
35704.34,35820.27,35449.28,35632.08,9668.1
36873.02,36959.89,36812.53,36886.58,3116.07
36644.54,36709.06,36618.67,36706.6,2675.93
37327.82,37426.01,37204.19,37423.53,1133.61
37941.06,38091.23,37726.82,37910.31,9058.7
38748.34,39050.54,38496.3,38951.81,5909.95
38147.32,38211.68,38044.53,38204.0,6140.24
38783.91,38829.23,38700.48,38732.01,8968.98
39681.7,39774.62,39493.18,39555.79,9116.79
38268.11,38406.97,38128.48,38168.38,8300.58
37276.0,37347.66,37127.17,37268.93,7757.07
35756.8,35936.38,35707.54,35752.66,8784.69
35518.41,35619.7,35361.15,35563.59,8772.11
35855.95,36086.15,35736.64,36077.52,3749.58
37156.03,37211.79,37124.34,37165.15,9736.57
37229.5,37257.33,37219.99,37223.94,7120.41
38456.93,38731.64,38330.36,38440.13,3765.07
37385.76,37448.23,37143.2,37382.95,4476.29
36215.45,36405.03,36060.82,36113.14,6902.6
36123.16,36195.56,35898.02,36076.63,3674.88
36356.85,36415.22,36332.1,36357.36,8282.92
36151.67,36435.62,36016.55,36337.22,1565.83
34793.67,34853.51,34724.92,34838.35,9085.18
34680.75,34881.14,34541.65,34779.74,3081.86
33834.85,33958.28,33659.9,33875.83,1611.86
34334.04,34366.81,34306.87,34332.94,8594.44
34605.54,34721.87,34350.25,34588.1,2470.69
33839.43,34119.73,33601.68,33941.38,8449.62
33586.18,33653.12,33506.52,33595.95,3033.02
32870.12,32924.72,32834.83,32887.6,9345.26
32868.3,32924.5,32775.65,32849.66,2268.87
33541.27,33613.26,33436.44,33480.47,789.53
32883.6,32974.04,32813.05,32823.77,9371.66
33160.22,33354.64,33048.16,33157.95,1739.69
32865.29,32971.84,32724.94,32809.62,9446.91
32295.49,32371.88,32045.6,32292.62,8257.38
32192.5,32312.44,32145.96,32226.72,911.06
31793.33,31978.12,31401.61,31562.7,4506.84
31167.62,31283.46,31039.19,31216.36,826.66
30539.33,30727.21,30339.56,30471.61,3364.89
31820.73,31872.61,31639.94,31672.03,3579.88
31637.91,31854.38,31358.43,31697.53,6036.37
31311.34,31364.42,31188.47,31257.11,9761.37
31411.87,31526.75,31292.93,31394.0,1780.66
31158.21,31368.58,31044.98,31326.61,3358.59
31200.94,31301.84,31038.59,31191.3,5912.31
31671.99,31706.92,31564.97,31577.56,1797.07
32183.2,32244.82,32036.12,32059.12,7136.03
31727.97,31916.28,31639.76,31722.18,4096.23
31404.6,31508.87,31337.89,31360.02,9500.77
31135.71,31272.37,30993.4,31190.65,6335.72
29743.45,29771.6,29710.01,29757.8,3694.5
28784.7,28930.72,28717.15,28859.0,7222.78
29594.21,29792.13,29493.16,29650.82,8403.67
30626.88,30684.87,30516.64,30629.28,8024.75
30592.3,30658.64,30475.27,30479.78,2701.37
30913.13,30987.53,30736.6,30834.3,4228.14
31142.37,31208.19,30934.2,31029.32,4576.56
32859.03,33256.21,32610.44,32943.14,3945.0
33676.91,33750.32,33492.07,33684.08,3177.55
33644.08,33787.16,33429.8,33601.27,7552.2
32963.57,33003.0,32827.99,32962.48,221.02
31941.55,32120.14,31839.67,31906.73,3006.09
31973.09,32137.83,31879.7,32039.76,1502.01
31542.85,31648.13,31369.19,31558.3,1374.82
30661.18,30674.76,30618.87,30663.77,2841.89
30284.19,30307.0,30232.28,30270.31,7645.32
29671.22,29761.06,29514.1,29618.57,9697.28
30678.45,30771.86,30607.29,30620.94,5194.72
31228.32,31284.51,31132.38,31163.94,3455.82
31228.87,31319.16,31036.43,31162.08,8308.79
32051.87,32101.2,31959.46,32087.56,764.32
32100.65,32315.25,31770.47,32140.42,1022.36
31596.07,31698.07,31565.9,31590.0,3519.13
32532.85,32670.35,32330.16,32555.46,4539.24
32893.51,32952.49,32837.52,32909.61,7998.59
32375.47,32469.88,32046.6,32230.19,9260.11
32097.19,32124.72,32061.52,32110.72,5359.64
31650.76,31748.37,31524.0,31551.6,5006.88
30663.21,30702.95,30507.75,30682.16,2208.81
31187.49,31494.43,31081.8,31253.57,4566.7
32454.74,32666.66,32332.51,32450.22,9244.08
31562.09,31668.46,31406.7,31545.79,3989.71
31906.19,31916.04,31899.91,31904.13,2185.76
31379.12,31495.7,31298.87,31492.16,3439.22
31274.3,31307.6,31181.66,31188.49,5194.49
30767.5,30882.46,30628.34,30822.1,6025.99
30172.31,30577.71,30028.6,30292.58,4381.06
30324.38,30399.6,30276.98,30325.0,7609.51
29678.77,29992.73,29576.54,29824.06,5886.09
30006.6,30132.63,29862.36,29988.37,6683.98
29932.47,29961.27,29919.9,29961.24,8642.9
29791.0,29835.23,29680.44,29821.05,8670.32
29377.04,29489.49,29241.59,29282.74,2114.73
28855.79,28971.83,28820.01,28947.88,6271.11
29436.84,29530.08,29379.56,29388.12,7194.74
29697.36,29852.95,29491.28,29685.47,1543.94
29169.38,29293.26,29086.35,29108.06,8443.42
29210.1,29396.34,29017.88,29168.8,1886.65
29783.95,29923.53,29374.86,29610.06,8012.87
28583.33,28683.25,28513.88,28624.39,1698.51
28911.27,28959.39,28878.98,28938.32,7443.61
28708.54,28827.87,28440.63,28557.71,1566.66
28791.43,28895.44,28724.58,28886.47,3850.41
28289.95,28480.9,28227.39,28448.4,1520.81
27301.19,27436.14,27240.97,27424.32,2780.08
26520.48,26609.09,26225.06,26534.38,9846.7
26603.09,26688.27,26333.38,26562.55,1165.99
26741.2,26854.13,26684.34,26703.19,4124.0
26123.96,26226.93,26006.86,26222.89,6801.5
26612.94,26765.05,26553.07,26560.43,1036.53
25701.73,25748.08,25630.8,25680.47,1179.43
25553.89,25704.86,25485.68,25649.1,1518.3
25025.85,25132.51,24994.02,25030.44,6485.37
24814.92,24907.12,24604.88,24706.63,9102.44
24738.36,24882.58,24644.11,24732.52,8277.3
24326.56,24442.78,24284.63,24309.39,9832.25
24203.07,24266.22,24055.5,24124.85,5823.57
24672.36,24836.66,24357.05,24612.8,9618.63
24444.6,24558.6,24266.11,24331.28,3118.85
24855.32,24912.8,24685.85,24740.38,4272.9
24185.95,24206.13,24166.27,24183.87,4020.81
24413.7,24450.99,24399.43,24442.54,568.84
25192.21,25503.13,25095.74,25149.7,8314.08
23857.33,23940.95,23803.63,23908.99,344.71
23520.18,23583.08,23498.98,23530.32,7325.77
23813.42,23846.42,23777.48,23804.25,4129.94
23726.83,23817.08,23703.03,23709.96,161.85
23901.09,23934.61,23871.8,23888.33,2970.47
23553.42,23686.24,23494.55,23602.16,3526.66
23675.53,23726.89,23638.19,23645.39,9650.55
23663.49,23740.39,23545.7,23574.13,6644.68
24162.76,24283.63,24078.57,24127.08,5481.36
24311.02,24429.56,24230.4,24252.26,1357.8
24510.52,24541.7,24390.0,24418.44,3971.93
24332.97,24403.15,24212.82,24219.73,454.07
23970.02,24018.83,23919.56,23985.96,7640.69
23781.32,23812.47,23743.61,23780.85,1711.49
23966.54,23983.14,23944.34,23970.84,5984.91
23789.36,23933.48,23749.95,23771.41,7023.98
23834.6,23963.97,23791.9,23911.55,3728.44
